

EXPERIMENTO 1

1006300.000000 
0.000000 
0.000000 
999200.000000 
0.000000 
0.000000 
999800.000000 
1000200.000000 
0.000000 
0.000000 
1000100.000000 
999200.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
0.000000 
0.000000 
998900.000000 
0.000000 
0.000000 
1000500.000000 
0.000000 
1000700.000000 
0.000000 
1001400.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1000400.000000 
999900.000000 
0.000000 
0.000000 
1000400.000000 
0.000000 
999200.000000 
0.000000 
0.000000 
1001000.000000 
0.000000 
998900.000000 
0.000000 
999200.000000 
0.000000 
0.000000 
0.000000 
0.000000 
998500.000000 
0.000000 
999800.000000 
0.000000 
1000500.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999500.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
998000.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999100.000000 
0.000000 
1001400.000000 
0.000000 
0.000000 
998900.000000 
0.000000 
0.000000 
1000100.000000 
0.000000 
998900.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
999200.000000 
0.000000 
1000400.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
1000200.000000 
0.000000 
1000400.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
1000100.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999500.000000 
0.000000 
1000100.000000 
0.000000 
1000400.000000 
0.000000 
998600.000000 
0.000000 
999800.000000 
0.000000 
1000100.000000 
0.000000 
1000200.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999500.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999500.000000 
0.000000 
1000200.000000 
0.000000 
999200.000000 
0.000000 
999200.000000 
0.000000 
1000700.000000 
0.000000 
998900.000000 
0.000000 
1000100.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999200.000000 
0.000000 
0.000000 
996400.000000 
0.000000 
1000400.000000 
0.000000 
999800.000000 
0.000000 
1000500.000000 
0.000000 
999800.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
1000700.000000 
0.000000 
999500.000000 
0.000000 
1000100.000000 
0.000000 
1000200.000000 
0.000000 
1000100.000000 
0.000000 
999800.000000 
0.000000 
999800.000000 
0.000000 
1000100.000000 
0.000000 
999900.000000 
0.000000 
1000100.000000 
0.000000 
1000500.000000 
999200.000000 
0.000000 
0.000000 
999800.000000 
0.000000 
1000100.000000 
